web-scraper-order,web-scraper-start-url,Produit_titre,Prix
"1706545553-32","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Pain pavé épeautre",""
"1706545553-33","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","le pain cuisson du jour de 400 g",""
"1706545553-34","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Cuit sur place",""
"1706545553-35","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Miche blanche, pain blanc",""
"1706545553-36","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","le pain de 400g",""
"1706545553-37","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","France",""
"1706545553-38","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Cuit sur place",""
"1706545553-39","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Pain aux noix",""
"1706545553-40","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","le pain de 300g",""
"1706545553-41","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Producteurs & Commerçants",""
"1706545553-42","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Pain à base de farine Label Rouge",""
"1706545553-43","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","le pain cuisson du jour de 450 g",""
"1706545553-44","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Producteurs & Commerçants",""
"1706545553-45","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Pain pavé",""
"1706545553-46","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","le pain cuisson du jour de 550 g",""
"1706545553-47","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Cuit sur place",""
"1706545553-48","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Pain aux figues",""
"1706545553-49","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","le pain de 300g",""
"1706545553-50","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Cuit sur place",""
"1706545553-51","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Pain de campagne",""
"1706545553-52","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","le pain de 350g",""
"1706545553-53","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","France",""
"1706545553-54","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Cuit sur place",""
"1706545553-55","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Pain spécial seigle",""
"1706545553-56","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","le pain de 300g",""
"1706545553-57","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Producteurs & Commerçants",""
"1706545553-58","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Demi-baguette Constance céréales",""
"1706545553-59","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","la demi-baguette cuisson du jour de 125 g",""
"1706545553-60","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Cuit sur place",""
"1706545553-61","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Baguettes blanches",""
"1706545553-62","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","les 3 baguettes cuisson du jour de 250 g",""
"1706545553-63","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Cuit sur place",""
"1706545553-64","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","Pain sans sel",""
"1706545553-65","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","le pain de 250g",""
"1706545553-66","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,10 €"
"1706545553-67","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","4,40 €/Kg"
"1706545553-68","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","0,99 €"
"1706545553-69","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","3,96 €/Kg"
"1706545553-70","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","2,97 €"
"1706545553-71","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","2,97 €/Kg"
"1706545553-72","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","0,59 €"
"1706545553-73","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","4,72 €/Kg"
"1706545553-74","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,79 €"
"1706545553-75","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","3,58 €/Kg"
"1706545553-76","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","0,89 €"
"1706545553-77","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","2,97 €/Kg"
"1706545553-78","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,15 €"
"1706545553-79","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","4,60 €/Kg"
"1706545553-80","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,99 €"
"1706545553-81","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","4,98 €/Kg"
"1706545553-82","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,55 €"
"1706545553-83","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","5,17 €/Kg"
"1706545553-84","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,79 €"
"1706545553-85","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","5,97 €/Kg"
"1706545553-86","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","2,19 €"
"1706545553-87","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","5,48 €/Kg"
"1706545553-88","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,39 €"
"1706545553-89","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","3,48 €/Kg"
"1706545553-90","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,95 €"
"1706545553-91","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,95 €/Pièce"
"1706545553-92","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,85 €"
"1706545553-93","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","4,11 €/Kg"
"1706545553-94","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","2,39 €"
"1706545553-95","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","4,35 €/Kg"
"1706545553-96","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,85 €"
"1706545553-97","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","6,17 €/Kg"
"1706545553-98","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,69 €"
"1706545553-99","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","4,83 €/Kg"
"1706545553-100","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,65 €"
"1706545553-101","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,65 €/Pièce"
"1706545553-102","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","0,65 €"
"1706545553-103","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","5,20 €/Kg"
"1706545553-104","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,00 €"
"1706545553-105","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","1,33 €/Kg"
"1706545553-106","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","0,79 €"
"1706545553-107","https://www.intermarche.com/rayons/pains-et-patisseries/pains-frais/9678","","3,16 €/Kg"
